auid,paper_count
35227418400,510
16176181600,510
55675222200,257
56502269900,494
56682100700,402
35227029400,511
35186067500,510
55655717500,395
36170359100,480
55819477400,391
35221341600,476
35221364500,406
56682068200,149
35227660100,399
57195932293,319
35223795500,494
35227719400,511
23061276100,511
57199994622,318
55536836600,511
35228062600,518
57197481922,473
55603265900,326
57194187379,36
35147137400,495
26432484600,497
47960957400,509
35221458500,485
57196215923,510
57220510951,505
35227726500,488
7004085533,511
56682111300,159
56681994600,101
57280222000,511
36170537200,512
56423887900,512
55567478400,502
36640826400,512
57220193499,482
35228119200,248
7101600969,519
35240572900,519
7006790820,512
35961907500,187
57188689845,434
56673225600,505
57199995731,465
55957467800,305
35226975300,257
36151932100,475
55966097500,401
35314590800,511
58432866300,1
35227420700,172
25947521000,511
57195918399,493
56192187000,491
55496142400,374
56681830800,299
55328513700,425
36988265100,507
56205993900,170
55652086700,51
16246899800,511
57214205139,504
57215617549,508
36924016900,204
58463638300,1
57221704087,158
55579772800,203
36858660500,126
56673375600,202
26022052400,196
35228127900,197
35188165800,203
56181513000,506
36761614000,169
7101629571,357
36170178900,511
26022356500,385
55796131400,243
35221422100,510
57190376350,283
55383414600,423
57199996579,328
56592886800,244
57720737200,439
15029012100,519
12758684000,519
54973936000,99
57190732707,510
6602116545,511
51663567700,510
35277866900,511
35278010000,511
42761710700,352
57193698251,381
15037645500,511
6601993460,510
57194574384,418
35221179800,511
23110637700,398
6602990818,488
57204313157,511
35227837600,485
57192996209,511
35227854200,510
58333916500,431
55708019600,464
57207894092,431
57221972675,23
8395575100,63
55135134500,221
56285687700,515
56271579900,510
57223599278,511
55326027500,125
57211756829,518
8062446100,511
55995576100,511
47961244200,518
56681856800,421
35228151800,518
57199995763,466
56501531600,466
57188699400,302
12759080100,425
6701738986,511
57215783011,517
6505817089,518
56964153000,467
8304097000,511
7006843617,511
10045377100,518
15755556800,260
57199996324,467
6701354973,504
6602082691,511
57220504223,511
35226977100,511
34569283400,511
6701626683,511
16411691200,511
7201809027,511
35285669600,518
16244842600,511
56856288400,116
6602976492,449
7005864683,518
55666157000,135
35227362200,508
57199999680,317
35227603300,484
56167758800,120
35227623100,518
57219465005,202
35227863300,511
35227935800,518
55560501400,518
55537623600,468
55203845600,251
57197744387,477
56925202900,248
57209326219,119
35226957500,488
57220482338,336
57223950946,142
57219687705,433
6603462058,509
36182768000,120
56667394500,487
56682028900,156
7101957589,510
55856749400,247
13611675100,511
35234467900,511
52365587400,488
35278394100,465
56925517100,226
16029332900,511
57203667153,438
57223635673,446
57193995091,399
56682120800,349
36662977100,124
35228206000,511
35228219000,516
35226917700,518
36170414000,512
23494961300,517
7003604925,511
56042968500,99
7004583006,511
7005657775,511
36170372600,352
56819027400,510
55644509200,56
35227214800,487
35227241600,410
6701742771,511
57194395392,323
6603841548,56
35227509600,441
57195537950,499
26327126900,492
35227331700,351
35226934900,511
26032521900,488
55580574200,511
35221197100,511
35227026700,355
6603673326,511
6603133158,511
35227190700,436
35227157500,510
56168946100,516
16244924200,511
16052512600,511
35227264300,269
7004642750,511
56924951900,328
35227520200,510
6504592246,511
24299427000,511
56593154800,172
6603735688,433
35227904100,488
35231015200,396
15756384900,435
24777581200,511
35228246800,426
56682054500,241
6505830153,439
35226925600,349
55538312300,510
56681951900,316
57207905860,355
56501623000,510
56016946400,406
56613376700,299
57189258510,482
57199997190,461
57207897961,167
7201458058,132
55413646900,294
57216585629,77
56681835300,180
57216587635,272
57038719600,241
56681893900,281
56447730700,279
55101438200,239
35227396800,518
57207899274,99
57207900541,352
55650766600,165
57207904445,354
7401839687,476
55650799600,391
22989437900,511
56682114300,479
56682089200,391
57208122604,326
55317459400,510
56528384900,164
57207898611,296
43061685100,239
57207903005,283
47961118200,134
57207898447,318
56440047000,204
35227740300,345
56681969900,303
57207907794,358
56592932600,475
57207907683,352
35926846100,499
29367464500,401
57132423600,257
35145475500,512
54973935700,351
7005288544,517
8078236300,352
57195932967,482
57189264281,408
35313279200,518
57194768864,503
7403505046,511
56924883900,517
51663213200,351
55203999300,178
20734158000,351
35227214700,511
7006469870,381
56032808200,406
56779718000,352
56448082000,304
56196289400,95
35313338100,511
56925433700,219
15822107800,517
55326644500,488
54882011300,511
56900909000,422
35221724800,219
56030622400,107
24764445800,305
25943404000,510
36494910900,372
7004135079,511
25225607800,115
57204849463,392
35222026500,510
57119796000,487
31967708800,429
6701618960,517
57208749914,323
7003831414,518
6506430338,518
8903076100,196
56034974200,510
56437670000,307
35227735600,488
35278917500,374
35422767100,77
6603680587,500
35227837000,511
56285581500,494
7202336385,258
55867735000,373
55258212700,157
36700815900,482
10041099500,511
57194778627,498
14822842700,503
8062387800,518
35091756000,414
56397159000,487
56505320100,510
7005326245,313
56272463000,169
57189260776,428
55885117500,517
7202949190,370
8062443100,511
26655607500,511
56036170500,132
24824485600,413
14634009700,517
23060773000,518
55696385800,351
57189263009,367
56592377900,288
57198609986,487
57189257155,508
56682130800,288
54684817900,517
35277343400,122
8062393100,329
14623099700,329
35313561200,511
57198983235,345
7006152077,415
36171055600,517
56437718500,497
13611921000,518
35227980000,510
35222315100,329
57189263516,298
56681925400,380
36171203600,168
55517081300,517
56437711500,221
55926282700,457
56682074300,353
57194739513,329
55660559600,349
23090455100,400
57220510132,511
56572838400,508
35276914200,511
56572221800,248
8790523400,487
6603122027,518
57190216505,466
56641042100,251
56572396000,119
9334152900,511
36447504800,292
55444194400,511
36876232200,248
34881572300,511
56601416600,198
56682026700,370
56396976500,185
35285898400,381
56597596100,328
55795669800,249
7003946866,518
14823873000,511
7203021106,510
56682142000,517
56613132600,199
6701807023,511
35277740300,518
55326536600,249
56654729000,509
7006473964,249
56396147900,200
56682046800,379
8062443900,488
35285477800,518
35285430400,511
14056004100,487
35227566400,511
55538128300,490
55861986100,205
57196940307,490
35227491100,206
7003738522,511
35228031700,511
9432561900,281
6507578078,495
6602698033,518
35314689300,518
57199995543,459
57199997362,458
35278009000,510
57193254016,474
6603900870,510
7006806499,510
55760485700,263
57225680249,510
35278849300,345
57199998809,302
57204537431,510
56192305300,256
34572244600,485
57204348093,473
57220519762,475
57191518200,518
57211755079,511
57211748416,511
57195920306,248
8364616400,511
57211744604,511
57203678635,416
57191515862,442
57211276022,511
57191521674,511
45661497000,316
57203176733,518
57221282597,511
56681867400,516
57191513189,518
6701489743,502
57191513743,509
57226314694,195
31967695600,511
35226929900,517
8903074400,517
56706973800,510
55096715700,518
57215857178,405
39661328000,389
35228083400,517
57189457515,414
35226979800,510
34568422600,519
7103220989,306
36875853700,511
56362703200,437
57191026020,456
36482976600,442
55553737220,187
57193214262,509
57220647066,483
57217455860,519
56682138200,319
7101752803,511
24544363900,452
35227052000,511
55452240700,354
57189268109,504
57211377523,34
57221101820,118
51663846700,511
35227744100,511
57603900400,511
57221286405,204
35565265100,517
56924729800,342
55248168100,510
55451786000,413
55999225000,349
57202118049,436
56151129600,293
7006834489,205
35221465100,518
57209784896,327
56681910400,120
55188620500,517
56681841200,517
7401806933,120
57189263382,510
57189271014,510
56681877300,443
57206856852,312
56681917800,509
57194390621,518
55722415400,488
35600889700,408
51462417300,495
57226277190,517
57038721600,517
35227207400,490
57209044949,261
55476965800,490
36021396200,121
35227755500,489
6701680828,491
57467720300,489
6507027611,120
58297773100,128
56038546100,518
56682039100,309
57221945535,475
35227732200,420
56681986200,501
56681994800,225
56283618200,408
37092496900,495
55470759900,510
56418836100,508
55402104100,518
57199170662,517
57204745215,518
35278726900,511
57191519067,511
57223625697,511
55416292500,508
36171368100,466
55559423900,413
35227182300,517
57190728397,510
36856639700,510
57044766000,392
7402453353,517
57189259011,475
55734229300,467
57189264766,517
57189271033,270
36162945600,510
56262600400,511
14829330100,507
56032738600,371
57208068406,121
56437629700,287
36170971600,261
35222605900,370
35227175400,425
55172704900,511
35239828600,510
18534090300,353
57749817700,516
7006820740,510
56593159300,509
24758748200,509
7101707295,503
57021445400,389
7006418936,516
7005863934,518
57195922728,498
7202041613,510
7102422627,510
7003824063,39
57224745798,225
15741388700,510
14045516300,510
35227850200,510
57208075029,518
57215531107,340
56973580800,507
7102479035,508
57221465360,350
8083003800,486
55326085500,509
35222749400,518
57932996100,143
25940940600,516
35221096200,517
7006316549,517
57194828479,479
57219643414,411
22970552500,510
57220494527,496
57223807547,321
35100110600,509
55096945300,510
9036872000,347
56448205100,511
7006944872,517
35354028500,498
7004878163,511
36170405800,507
7006985177,511
24478544700,488
57211618085,376
35313916500,510
7004247693,517
57208110466,252
7003663342,432
56448159500,509
56321805400,448
35227891800,518
35314113500,511
55117115600,428
35313678000,500
24593110200,379
56914984700,477
55537487900,120
7003569988,511
7005034817,507
57193657262,524
56448212300,510
25647475200,300
55239594600,518
7006417288,509
18036890100,495
57204542980,408
24759022700,488
7006275561,517
56448178700,516
57193423971,378
57209079348,487
55169492300,278
57203677286,516
56283456000,430
55310789700,512
37092789400,236
37036023500,512
36667151600,511
55620935100,120
55117246900,509
57201093849,510
57208066090,509
56448179900,510
57220521975,502
57199995154,370
56731053500,189
57189269376,412
57192427429,452
56566249600,506
57202560013,488
56795009900,510
15063819200,511
56566239800,518
16239393300,506
56243047300,487
56653748300,511
7005921706,510
7006961565,517
8791870700,488
57218360821,110
7007060247,517
56731138500,510
57202724984,275
6603322098,486
35285557300,510
35227037600,519
57220526393,25
35227146300,512
56401004600,503
36170538200,518
35221532400,512
35272832300,385
10039501900,518
56400339800,487
35227951800,510
35222506200,121
57376972400,486
57212299686,407
56925283600,517
55536726900,459
24528379200,509
34869079000,504
56870887100,503
55925692100,227
56818966200,418
35227168100,470
25941935500,398
22970920300,482
6701632283,497
42761301000,334
6602154453,260
57203386454,310
35227622600,510
6701814067,510
35194585400,180
57215430310,416
35227844500,506
36148321100,299
47961341400,398
57210385511,252
18539228500,510
6701827788,498
12796451700,463
6603734062,517
57683855700,420
16473849600,488
56439076800,498
57189631979,427
7103341176,512
7006812397,510
56398460200,516
56243019300,518
56682099000,137
34767905500,403
56491474700,509
35227087600,280
56225642900,510
8637926500,509
7004601754,455
57189266222,328
35230473900,329
8094788000,511
57219643386,416
6701535970,517
57218465781,187
7004393676,511
54403931500,510
57203666263,447
35226955000,511
55402559400,517
36170321000,511
8247717600,511
35279391500,252
57208121211,346
35227025500,510
56233925800,494
42761165400,518
57195540295,499
56448239800,510
57208122521,289
35227524200,518
35313950600,122
57208122534,498
57195539234,498
57207906141,269
56448183900,510
15756410500,511
35228024100,510
35228077300,510
57219643416,402
35315141700,510
38762508700,506
15738032200,258
56272810500,518
57189269674,510
54981120100,440
56808317900,461
35227162300,517
7005282801,488
56682018600,262
35227628400,488
57191566711,94
56134716700,517
6506398488,511
57220474678,507
57042379100,518
56682127200,262
57721836200,413
26656105000,511
22938714100,518
35285501100,513
35285610600,518
57195213997,511
35313296500,511
51763191300,518
24758047900,518
56810711000,511
35285543100,517
56418479300,258
56978617500,441
57203666253,501
55861731200,119
56448262200,510
55345177800,510
35227664800,518
57218130264,180
56448237000,518
35227793200,415
56681997900,516
7004262162,510
6603119897,511
55433112800,510
56802829900,511
35231102900,511
57209483521,319
55159891200,348
10044736900,517
55611582300,296
57219643368,509
26424873800,517
37087812600,511
57627669600,418
57194632445,333
35351598200,511
56277114700,335
35227037900,517
56025381300,437
35228206500,350
55574225117,498
57218256612,193
56122969700,164
57269024500,395
7601405632,128
55902330700,324
56365007800,514
35227730500,507
24172042700,511
56681783600,350
7409386554,433
57206212808,410
35278628000,509
57195531394,497
36766757100,486
56448093200,517
47861123400,431
26021807600,501
25622931500,479
56681875100,481
51663401900,304
57189262298,508
35227400800,516
56870822500,262
57268633600,245
57203464100,441
7501498868,498
58376418900,1
35233718700,512
7501832501,418
35285781900,367
36554032100,510
57214339223,408
57218494838,517
57221571309,509
56118947200,484
57193229959,502
57190374712,511
36171083900,515
55785244200,255
35228210600,506
35228252700,515
35228242500,326
56981703200,452
57196169612,468
56397629800,547
7403239738,507
55681565800,427
57190519688,415
57199190287,311
35228244700,433
57044859300,351
57203665813,511
57191116941,352
57249576200,225
56681817400,330
56285275500,257
26428815900,285
57200995101,401
35091730100,479
54893139100,510
57196944417,245
56448191800,488
56000744300,487
56707320200,403
56561950900,463
56925475200,247
55136486000,510
56925479100,392
56925580500,448
55993658300,500
57216596861,259
36492249500,514
56756020200,191
57192249307,444
56271645700,478
56002678600,376
13612714300,367
55989700700,410
35313912400,488
35221128500,503
57220712664,517
56289725200,518
56181598200,380
35314769900,511
55805344000,225
55074740600,506
55136041700,483
57551603000,513
8233541600,511
35285428600,511
6701568629,425
56795027900,332
7006067236,509
16244970600,511
35227743700,179
25948986100,511
7005909244,511
8696484100,518
55446389300,398
8790525200,511
7005317926,511
8928458700,511
8791919400,511
55538334200,313
56272676500,398
57194777483,288
56681841800,463
35226943200,511
57219301299,6
56681904500,352
58411954000,10
57208450491,347
57203666172,253
35227354100,511
35227493600,511
55985433400,136
55290327700,199
57206286907,460
57197798331,487
56682079800,505
54787085100,199
56973391700,511
7004861291,407
35277871000,352
51663410800,347
7004149654,511
7004035621,447
57209048808,212
14038945900,165
57042392600,518
7005378952,510
57210528993,518
6504216645,331
10041045600,507
57811759300,511
57195761975,511
56354213100,443
40861750600,274
57194277522,226
57188571026,429
7004261852,489
35221660700,513
19034851000,457
35222021600,511
36147724500,356
35227797000,511
36640737100,505
36170999100,498
57199995872,465
7006306242,518
57215019293,504
35278886300,251
55728695200,511
35577656800,511
36968004200,511
57209051553,302
7005224262,511
14829151800,510
35227589200,518
57211730811,298
35222063500,488
23391067600,453
6508005859,511
26326879700,507
16476081700,510
36095944400,488
7404533034,510
55936870400,380
35235133800,425
56030532300,453
57195537307,501
35227963400,192
56015491400,517
35315148000,511
6602446917,511
35226925000,516
55120331600,489
57216905841,115
57908428700,251
57188996239,285
55633854100,362
7202031910,231
7006493786,233
24298133700,511
36639408600,511
57211726322,298
26657945700,511
35227917800,138
57217846115,184
56681869200,282
57201830042,404
35351385500,308
57209052499,26
56448116400,389
6602617651,394
6603378914,456
57189022681,57
57210276212,307
57188676947,228
36158373600,518
6506118483,387
56770864300,511
57220509056,302
6701478359,57
57220204277,173
36538135100,163
34572737900,510
6506400642,491
57223633223,488
35221141500,351
57189269616,282
16205026600,168
57223617663,518
22134833700,332
16744350200,511
57191570179,379
8049867900,491
56251754100,491
7005432509,488
7004908411,491
57217512600,491
6602912106,518
7402103446,488
57208572365,432
57218133325,314
55317833400,406
56507109700,303
57196146885,517
6603725791,518
35221133900,501
57195932105,407
57199997178,447
57190732721,400
35227074900,518
57191632456,511
7006315725,468
36967812200,500
16244838000,485
35221413600,433
8610722700,511
57219457264,175
35313829300,508
36105050000,517
56419235300,518
7003681341,518
57208540279,510
56343992400,509
24831023100,506
35277393900,518
35227905200,518
57206610453,429
15763856100,419
6603588232,394
35227173400,510
57211759746,518
57204888242,506
35145543900,423
35221387100,495
57190524072,416
45661522300,462
57133159500,421
54973936800,517
57219642585,428
29667578500,511
7006347194,511
57194779944,343
57214983897,482
57094679500,518
57213175384,339
57202110442,360
56925416100,253
55536858600,336
35221850800,214
35227667600,254
35227638800,511
57200995016,508
56520493200,517
35222090400,504
57208748966,436
58415009600,273
35222111500,486
35227975600,511
56731010900,320
57226217324,517
35222622800,254
56272264500,511
35221049000,511
57281733200,518
35100120400,511
7202932688,440
56812535300,511
35221183200,518
8722491900,503
35226997700,493
9432700700,511
55536834800,511
23491706600,120
35145208000,511
24757787200,511
57203666786,425
58431887900,1
55323972800,502
35277307900,518
56039601900,406
55628591223,517
25421318300,121
55663482300,511
57199998095,458
35277924300,511
36494117300,148
55097216400,510
56878725700,517
6603496404,487
57147084600,511
57189627403,510
56670441300,518
7005122554,425
7102648082,510
7801379666,511
37087067700,509
24758135100,514
6508081696,511
55861739000,406
35227400200,511
56262842000,518
35221535900,518
7006485458,511
56473683600,510
55837796100,517
55263498900,130
55759748700,258
24391018600,429
11038875200,343
36554496200,510
7006485633,518
11038910300,516
57211760478,466
35227519700,518
7005177859,511
57211756497,511
7004114442,511
56681845500,510
29767621500,511
57441626000,518
15728237800,510
8431113900,511
55537591500,511
56681872300,128
55479359600,510
56470696000,517
8578527200,511
7007073760,471
7401547428,511
47861322900,511
35222218200,518
16246011000,511
24597889900,518
35278668200,518
57195059626,435
54883853600,518
22994812500,511
35622584300,518
29867458600,518
17435539800,511
22135996500,518
35222344600,481
36170906500,492
56285557000,487
35222299900,509
57210142863,371
24734472000,518
57202676233,511
57196954228,490
35621064400,511
16246475500,404
7102703405,448
55537812200,511
35228093900,518
55699104200,487
7004188390,397
7004243465,511
35308681300,135
29667496500,517
7007049847,351
55536421400,518
35227460800,518
35278294700,511
16245067800,511
56211609600,511
57203053263,490
8928459600,518
57194005436,326
36715837700,473
47960965900,249
56354905100,502
35274382100,125
8697482800,511
8046919200,518
35227142700,510
57199996888,462
7003889515,518
57039276000,351
6602251152,511
56439886400,175
36170742600,514
57193752076,510
35227667800,518
29767730000,88
36170866700,304
57188691992,487
55861803200,132
56448235000,435
16245707800,371
56213695000,495
36170996600,517
50761411600,517
57203215992,511
57189270048,434
36170910200,398
55862231200,224
57196954461,389
57199996714,365
56416305300,451
54786971400,381
56682083000,508
55209655200,517
57195412419,328
57203072085,518
57194182406,471
56681993200,516
57203228874,511
35227011500,485
36170260300,504
57208122393,457
55976360100,476
55868435500,510
35285691400,259
56501874000,511
57132993800,428
35227923400,511
56681930100,300
57199998608,473
48061448000,333
55628562062,503
55326042700,511
57213925141,257
36760341300,151
57199994727,153
56681813400,328
57215921920,404
47961142600,487
56447566000,476
56437060000,507
25223758600,511
56181319200,508
55628577865,424
35227046400,513
35227075300,424
56877946400,495
35271695700,408
35227366200,416
55763794506,134
55716716600,304
52163841200,252
56681671800,448
16304684600,416
6503891114,510
56963660300,497
56612687600,156
36170555500,117
22972998600,89
16244252700,89
57307240000,300
57194759962,505
57188688329,499
56925385100,510
36170197700,511
6602158406,255
35221420500,294
36170238600,425
6701680863,509
35221694200,516
18037539700,427
57190521837,509
57190518836,509
57190519702,300
55182548000,511
57220534199,514
56421488400,211
6506289317,263
37087715900,441
57199994608,465
57190524218,322
57220064399,510
36171287200,498
54973937700,510
36158454200,274
50362284100,511
6701455465,258
35278341400,510
26032604700,507
23094469500,511
57195533890,500
55838008100,486
57195531599,242
57195537206,163
35313724900,518
6603022127,494
57205175935,450
6701662112,485
57226200059,468
56681879300,299
56438858400,206
57203612343,426
56591539100,370
7006362101,511
35239832600,518
55268059300,510
57223621438,429
35227270000,511
57223835549,509
57216140974,518
36170621700,518
57217773377,511
35231148400,511
35227940200,428
54407262900,319
57214773572,293
57191567866,511
55479595200,274
14628375900,511
55536584300,511
55096466400,460
56925550400,305
35277966500,511
7006567214,351
36489311600,511
35227293400,511
35275253300,469
35227723000,518
35227938500,511
35278815300,513
26656282000,429
7004821600,511
57202125164,204
35278980200,255
36875846000,498
8394184800,511
7103118190,511
57199997579,476
55390609300,498
35313283500,512
57223679516,509
55323901100,176
55503177900,510
35227088300,511
55212339400,173
35227055600,511
35274511200,511
6603808690,454
57190734273,400
55508106200,487
57201370049,518
6603777867,511
57014271200,510
55759645300,120
57103545200,312
35227618500,511
24483342100,518
57218960460,473
56271572300,510
56681713000,119
57218540876,511
35286022100,518
7004049371,417
35194478900,511
7103274597,415
36640572100,517
35227897700,511
57194021144,509
6604029581,511
57207887986,498
36651943100,510
10044981400,511
36555082000,512
35314150800,119
12755098100,511
37087808300,518
57195537783,508
55483260800,312
57204891647,518
35778258500,414
35194036600,512
10639199500,511
56496326300,436
36171001100,518
35228088300,501
57195604138,450
57218185351,7
57218185275,122
55546864600,484
35227386100,346
56074846000,255
57218185572,225
57212282853,232
56878924000,517
22834452900,484
57190728525,482
35221368200,510
35227454700,510
8385109700,511
37010097400,511
57216599275,267
35221182500,113
22996761700,511
57216596242,517
56681819700,517
57216594265,148
57216593472,160
57216598416,93
56681735600,260
57216598303,353
57216593887,355
57207895392,480
57216596346,272
57216596206,355
9733211000,510
57191586104,505
57207900238,269
35285780300,488
58376025600,1
56612727100,316
57207904791,353
55324450900,156
57219465605,511
56613286700,510
57211464518,410
57216122724,357
57207896456,503
57207902226,510
56973668000,477
57189260945,231
35227185300,80
35227040100,510
35227029000,345
51663127000,416
7202867023,511
35227138700,512
55708002300,419
56242646300,409
35227507500,411
56448126100,488
7103396805,445
55150723600,517
35227867900,511
36662726900,410
35277692400,248
57194023005,414
57209547556,122
54421219500,288
23074727200,487
57194016265,409
36170997500,429
57214832578,419
55738076800,511
57132342800,371
55509738300,357
56411591100,423
51461205800,511
57199154094,355
16019551300,518
36640138800,436
56415041700,515
35227973100,510
57132969300,424
57207901472,352
56285407000,254
56285338900,479
57220698699,517
57203028991,120
36041136800,511
57193206840,328
7201565848,511
35221515000,511
54404874600,316
22135111500,249
34571299900,513
56285145700,392
57189261683,406
57192663316,505
7409176181,360
56681612900,292
56448211700,511
56924702000,287
56448168000,518
8578525200,510
57044687700,391
56134824600,500
57199999881,428
57195536392,382
6603694965,258
7402360728,380
55795754000,503
56448233100,355
35313941100,158
56439956400,510
15846021700,257
57207906522,266
35227926500,186
23493456800,227
35227957200,306
35146798300,219
24759735200,518
36171203700,477
56973660200,64
57684089300,256
57216587475,319
56448199900,511
56818717900,347
35242065300,443
50161085500,370
55450475000,205
56448126300,511
55789771600,205
57207901588,320
32668009400,330
57207907446,288
55879624600,510
57210385481,518
57198318776,265
57203679949,504
57207899210,352
35228075700,164
57216596204,250
42762628400,515
56479648300,396
56261604700,495
57207893874,17
57207897176,248
57190728367,510
35227756800,518
57198024782,509
7102465048,510
35227967500,518
35228082300,195
35228223100,105
35277445800,177
56298165200,480
57207902425,240
57223603393,510
57201369275,511
55642147800,501
35227853000,445
24303617300,121
56681599400,406
35228069000,120
56530325900,425
35222830700,371
57207899781,360
35227147500,157
56467734800,510
7410011980,303
54973935800,424
35769583400,485
57207902305,436
55837062600,406
57208122596,347
55558121800,167
7404459557,511
56047264800,304
55341442800,412
56271681100,427
56285824200,510
56364981200,431
36968241000,289
35227714000,518
57199996925,479
47961358400,518
57199170687,409
36555074500,510
54973936600,511
56681602100,427
57189262019,430
35228109200,518
55435406400,259
26427401700,511
55115520400,427
6603699915,518
7005176922,511
56819134000,510
56448123700,511
35274438700,511
6603246277,500
57220783240,430
35313674300,518
35354027100,423
7006210344,518
7102163709,511
34568044700,180
35350915600,511
8287777300,517
35226995000,510
25935901700,511
7201839458,514
35227056600,511
55600267700,510
57212652549,278
35227145400,518
34975082800,511
12782264400,503
56187220300,407
35313869800,518
57189274377,511
35227249000,509
10043441600,511
7102054324,282
35227249100,511
35223156800,410
35227359700,511
36170724400,515
35227364300,510
35227414500,511
36065512300,505
35227356800,511
35227493100,511
35221853000,352
35227504200,517
34875356500,518
35227634600,511
57226740553,505
35227644100,500
42461904600,119
6701781787,429
56448127500,358
12789193700,128
36123425600,351
24759233300,518
15751145000,518
35227652300,518
26426695400,512
56973638700,507
25945033000,211
55203914300,518
35222132900,387
35227879400,329
35227836800,510
35277534000,509
55372769100,445
15835503600,517
35227966700,517
35278765100,463
35278754100,511
35278767400,492
7006820741,510
58142635200,518
55422833100,510
35228068700,511
35194497400,518
8664264000,511
35228121500,511
54421369400,337
35228134000,293
35228076900,351
57208793630,365
57220792815,507
36171331300,518
23007134200,55
57223950044,170
57216590505,355
7006531698,438
57216593841,484
57216593511,488
57216594366,302
56013319100,177
23004489300,259
57198185645,162
35227248700,112
57216811362,286
57207901248,478
57216595207,162
35227508400,363
57216594576,11
57216595845,69
57221287805,156
56501419200,515
57217547728,196
57205448814,448
6602886575,152
57220433531,4
24323028000,163
35228134400,419
57221278147,263
57202448079,116
57207897916,280
35286012400,228
16067011300,116
35315017600,107
56707356400,248
